"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MIR412",8929.21936877355,1.72004685118187,0.352279366036066,4.88262162651267,1.04684628067182e-06,0.000388215303470723
"CD79A",3290.17169420729,1.45565213342817,0.298946642944532,4.8692707136312,1.12010868546208e-06,0.000395700386930819
"ISG15",2064.37342218976,1.45301686739959,0.298475792562458,4.86812298888708,1.12663209670549e-06,0.000395700386930819
"MIR656",7605.44301178696,1.80478199855768,0.370386186729584,4.87270331135575,1.10081475710561e-06,0.000395700386930819
"MIRLET7C",13310.8363843679,1.42810599376771,0.293819046731386,4.86049495311753,1.17092629217263e-06,0.000404287110133027
"FHL1",4717.00491180528,-1.19211776209155,0.246627308130928,-4.83368111636153,1.34031223662682e-06,0.000455058342872082
"CD36",1817.573141927,-1.36445352358992,0.282729549345751,-4.82600254111156,1.39300731313349e-06,0.000465195934030202
"HSPB7",244.559822472616,-1.51289343636743,0.31407129103728,-4.81703829525716,1.45704732691217e-06,0.000477706689092804
"LINC00582",71.8516537900089,1.60590837879708,0.333572387512048,4.81427252050077,1.47737084153192e-06,0.000477706689092804
"CAMK2B",9.2739926109103,-2.54494737892789,0.530176123252965,-4.80019236496928,1.58513297699633e-06,0.000503276553902951
"IGHD3-16",2271.68757905708,1.47479396298515,0.307403080135222,4.79759006427786,1.60586009541465e-06,0.000503276553902951
"ZBTB32",24.1521713350051,2.00190217771072,0.417606015699717,4.79375799784983,1.63685714899846e-06,0.000505218439124965
"IGKV2-4",1651.47027608985,1.64424502295322,0.344396532084017,4.77427868684839,1.80352491184263e-06,0.00054835232804696
"LAX1",631.523176250768,1.30370754797063,0.274361527419732,4.75178703162762,2.01626679483711e-06,0.000604020159965101
"ELK2AP",34.7788412181583,1.85433959298796,0.391003375493662,4.74251556178194,2.1108060877619e-06,0.000616711040278101
"IGHD4-11",97.2954797149154,-1.99903676137193,0.421585278740389,-4.74171386473609,2.11917789109357e-06,0.000616711040278101
"KIR3DX1",11.603924642337,1.50557859096512,0.317783059689709,4.73775597867048,2.16097803208379e-06,0.000620018077346181
"MIR3620",59273.5239732659,1.25082217979864,0.267009366900974,4.68456292120466,2.80557973438416e-06,0.000793784232904717
"EMP3",2399.17316669155,0.967275080577749,0.208069890655387,4.64879890853495,3.33873517104526e-06,0.000931690057114561
"BFSP2",17.2705466248149,1.82644227943955,0.397512933647619,4.59467384540153,4.33426655474311e-06,0.00119315329711719
"MZB1",5746.23507462382,1.13988493871621,0.249414582807141,4.57024174724226,4.87161920956571e-06,0.00132319673224084
"DERL3",6127.6474667374,1.1681386222839,0.25652606601052,4.5536839216799,5.2714541803129e-06,0.00137485037304434
"IFNAR2",1249.82034667936,0.53440118085732,0.117417473514114,4.55129176998588,5.33175491976355e-06,0.00137485037304434
"IL6",22.1071229559257,1.65670325373477,0.363501971322936,4.55761834717245,5.1736939169988e-06,0.00137485037304434
"TAGAP",824.180314722426,0.998446245426241,0.219353555384698,4.55176686639606,5.31972649839469e-06,0.00137485037304434
"MIR185",15475.5348579033,1.32660253208373,0.291823026640695,4.54591451317205,5.46972350494357e-06,0.00139279671899007
"CHAC1",260.550930017162,1.0892317605733,0.239912816751317,4.54011492725853,5.62235734871989e-06,0.00139674440915577
"MIR301B",11454.3058488255,1.41673847513142,0.311929777685592,4.54185068717427,5.57625312576815e-06,0.00139674440915577
"FAM30A",647.525211305262,1.43989491431257,0.318080995835698,4.52681843041114,5.98783450387967e-06,0.00146961658648835
"IGHD5-18",67.3434206353888,1.39183948440154,0.307866679515911,4.52091628295099,6.15725364833286e-06,0.00149320731035939
"MYL2",913.352944859669,-2.65234557313611,0.5891282531421,-4.5021530693697,6.72685045300641e-06,0.00161214906562581
"HSH2D",971.95912198287,0.759391431495874,0.169248684360336,4.48683801806756,7.22879910885278e-06,0.00169261915685563
"LINC00862",8.55220739719056,1.44431344610392,0.321733836755115,4.48915619404757,7.15058538410383e-06,0.00169261915685563
"CYSRT1",53.3450939559337,-1.85017312118214,0.412804974152483,-4.48195452339369,7.3962507036501e-06,0.00171214798959155
"DENND6B",265.924179375763,0.953590788188051,0.213009887225452,4.47674425168237,7.57899489400962e-06,0.00171546338873189
"MIR6816",58292.9328219474,1.27336488722703,0.284296971292968,4.47899561305853,7.49950747541054e-06,0.00171546338873189
"IGHA1",17520.0067325649,1.36118666609987,0.304750282643308,4.46656408090379,7.94858609232809e-06,0.00177934777238259
"CD38",559.12749173879,1.09479582968102,0.246699954694031,4.43776258912911,9.08987970164599e-06,0.00199107461722829
"XCL2",44.259901556771,1.55650601677875,0.350726634883285,4.43794642883829,9.08212148989306e-06,0.00199107461722829
"CDSN",9.01607732746882,-1.41523946494439,0.319905461150761,-4.42393030695226,9.69212977631585e-06,0.00208262737109444
"HLA-F",2438.1929792168,0.929073682396667,0.210032252199182,4.4234810257407,9.71231654086551e-06,0.00208262737109444
"MIR4666A",45453.0603075481,1.11664550029502,0.253992965272664,4.39636388785922,1.10079334230146e-05,0.0023117795026828
"MIR4677",5628.72295735529,1.46993561192603,0.334208887875849,4.39825410170444,1.09125171915076e-05,0.0023117795026828
"IGLV8-61",31258.7639059333,1.34523674188285,0.307517022251633,4.37451147267574,1.21704722772551e-05,0.00252984378326493
"PDK1",736.301021274189,0.698326775138749,0.160075413252675,4.36248616167218,1.28592722296102e-05,0.00264602257161
"IGHD2-2",8845.07575048515,1.32877991397257,0.304934691067007,4.35758853583695,1.31503309188914e-05,0.00267885391148737
"IGHVII-15-1",274.654484942638,1.77210962347823,0.407226111600321,4.35166010478596,1.35110605107174e-05,0.00272508726399826
"MAB21L4",28.952785624932,-2.86703996647376,0.660891891909791,-4.33813760097559,1.43695184116122e-05,0.00286981823100934
"CA1",14.3946488310267,-2.47698829402783,0.573967417217857,-4.31555558682116,1.59201982889064e-05,0.00314864426546905
"SLAMF7",2226.07283623484,1.02598651065948,0.238103411384798,4.30899542636702,1.63997759273499e-05,0.00321230610976966
"PSMB9",1488.82784655896,0.978396848430222,0.227203329540833,4.30626104999217,1.66037101591409e-05,0.00322127790144628
"HLA-DMA",5084.74854480818,1.01595342118071,0.236041756492646,4.30412583043272,1.67646364978932e-05,0.00322181518960927
"E2F5",192.126566043585,0.888867789513425,0.206961011019495,4.29485623951508,1.74806574832243e-05,0.00332802311767068
"IGHV1-2",3808.59352044097,1.38378671826792,0.3230624202579,4.28334164389422,1.84107144666213e-05,0.00347263578147725
"IFI6",16379.2587748216,1.36374268229727,0.320434905065632,4.25591176472473,2.08198808776846e-05,0.00389102562714965
"PPARG",518.249698514236,-0.998056019096278,0.235517782367138,-4.23770981989145,2.25811357893611e-05,0.00418182106513705
"LOC100506869",3.31804063890691,-2.90439681464207,0.68743791302252,-4.22495873390522,2.38984566244977e-05,0.0043859050441229
"GPD1",2033.52455127634,-1.22062506387193,0.289795698759965,-4.21201925734227,2.53097960876792e-05,0.00454845596142651
"MIR4427",1240.81221947055,1.32333846623317,0.314277248369039,4.21073581718281,2.54540267833009e-05,0.00454845596142651
"MIR6742",47.7283130475018,1.60191572652332,0.38033578719548,4.21184590157956,2.53292319869732e-05,0.00454845596142651
"HCAR2",186.881516781112,-1.11411072216583,0.265312321951226,-4.19924228913367,2.67809639110847e-05,0.00474395665941484
"CCL20",16.0864127590815,1.41138912841267,0.337182347273604,4.18583339200557,2.84121701945935e-05,0.00498951999167297
"MIR130B",29814.5011462472,1.21148904305604,0.289698448337386,4.18189690006598,2.8908706219091e-05,0.00503332696059063
"MYOT",153.928171187621,-1.86591967271984,0.450120144036724,-4.14538139969938,3.39248558549548e-05,0.00585663761543461
"PRAMENP",33.3322135125348,1.95148806405255,0.4727944127235,4.12756160296213,3.66630232044517e-05,0.00627615500586459
"MIR4261",9850.52163407766,1.25792108758801,0.305108652973837,4.12286270916046,3.74192742518921e-05,0.00635223363154411
"LINC02996",54.1273451184331,-1.40697782392306,0.343122688669186,-4.10050943987433,4.12241618486454e-05,0.00694030909932855
"ODAPH",9.25618355552677,1.47800775277815,0.361254625406728,4.09131855713707,4.28927464084183e-05,0.00704651723456362
"SLC29A4",100.833106577311,-0.743437498685373,0.181603530216358,-4.09373924504474,4.24471656945191e-05,0.00704651723456362
"TRDN",123.571322969063,-1.7342336636346,0.423841820660292,-4.09170020299763,4.28222026904746e-05,0.00704651723456362
"RAB30",984.773249921873,0.617466946028123,0.151119201945516,4.08595954768701,4.38950262402935e-05,0.00715348463632815
"RDH5",82.1333756847961,-1.19057487324434,0.293166314606562,-4.06109028877387,4.88440758379848e-05,0.00789684657853642
"CD48",677.236735280792,0.981005462461296,0.241702289815332,4.05873466573616,4.93393360848214e-05,0.00791410720774722
"MIR941-2",387.694142307255,1.892764027016,0.466965217958385,4.05332978608414,5.04937424122649e-05,0.00803600020843944
"FGF11",75.3735433174697,-1.0743193932336,0.265317599998893,-4.04918253910813,5.13968455269797e-05,0.00805388569407772
"SCGB1D2",2353.27657356584,-1.68375360511686,0.415647341361922,-4.05091874183491,5.10169233507878e-05,0.00805388569407772
"IFI35",1006.76137014231,0.572468892281086,0.141846219734233,4.03584172601624,5.44068859645199e-05,0.00846047842735293
"CCL18",1001.75031305215,1.40387133736078,0.348246628358089,4.0312560784285,5.54795553215078e-05,0.00856192440495785
"CYP21A1P",30.2245895412813,-1.4588851910901,0.36293710525267,-4.01966393068147,5.82812175131891e-05,0.00892666678166297
"IGHVII-30-21",13.3605067258605,2.02491364385814,0.504584400021864,4.01303259429026,5.99436324373237e-05,0.00892881694474056
"IGLVI-68",273.798752898692,1.3283898796943,0.331052984901038,4.01262015532469,6.00484964621008e-05,0.00892881694474056
"IL6-AS1",7.94019317709423,2.11545945139029,0.526672720323757,4.0166489923569,5.9031547911612e-05,0.00892881694474056
"RAC2",2310.84236376788,0.848891248227399,0.211404129584989,4.01549037804452,5.93223191763017e-05,0.00892881694474056
"EVI2A",455.899382815558,0.702673427556899,0.175601998363588,4.00151156652556,6.29391178985426e-05,0.00929081717906675
"MYHAS",24.9657990980409,-1.43647470001039,0.359618282090563,-3.99444291780649,6.48465415145841e-05,0.00950351724599708
"GMFG",744.612864971323,0.914411667791933,0.229114345022112,3.99107121687943,6.57755232952661e-05,0.00951471032764526
"IL16",800.236217609105,0.876988089499221,0.219753695274642,3.99077744018451,6.58570593587935e-05,0.00951471032764526
"PSMB8",5123.27398318731,0.764542131222414,0.191988651963063,3.98222563367706,6.82729175959892e-05,0.00979427890385843
"LOC100240735",13.2853777651136,1.50412064831092,0.378261735777501,3.97640180342128,6.99658703914553e-05,0.00996695626394641
"MIR29A",458.439920414943,1.08831182968264,0.273880638556224,3.97367201792624,7.07730027057672e-05,0.0100119224869388
"SNAI3-AS1",33.9662503059012,0.895554440840687,0.225516726390011,3.97112203239376,7.15349229109364e-05,0.0100499166525427
"GPSM3",701.096187648092,0.897905927093507,0.226239570779683,3.96882792872653,7.22270115076177e-05,0.0100776469275457
"ALAS2",21.6146092406959,-1.78344113840003,0.451894238893506,-3.94658967719286,7.92722388631756e-05,0.0109854066522568
"TRAF3IP3",287.051277664546,1.10066290934142,0.279615402871899,3.93634577364706,8.2731746633648e-05,0.011387354126176
"TRP-TGG3-5",61.2776500842494,1.27803671079071,0.324958253482473,3.93292583614789,8.39181351124956e-05,0.0114731297340715
"HOXB4",22.9928486603847,1.27147714932911,0.323607709336345,3.92906940300235,8.527522747245e-05,0.0115809443922752
"TLR9",121.326452747982,1.05645566029778,0.269205459367535,3.92434708709025,8.69652770120634e-05,0.0117322493908129
"MIR3125",22777.2011578667,1.11181011793436,0.284242700103758,3.91148169338566,9.17316105237203e-05,0.0122938463024915
"EVI2B",1162.87854191815,0.741149450264293,0.189601644510311,3.90898218303159,9.26857986737135e-05,0.0123405385933478
"SSR4",55544.0187556998,0.828690559632405,0.212443230454382,3.90076237242282,9.58902390099214e-05,0.0126842860965656
"IGHJ5",945.021438654167,1.70354154078788,0.437171211103825,3.89673770257325,9.74971126703524e-05,0.0127314979628702
"THEMIS2",480.542120469108,0.690832910523604,0.177253043159496,3.89743892804129,9.72153274864628e-05,0.0127314979628702
"FAM157B",65.5235667667067,0.995176611626657,0.255548516062541,3.89427662097284,9.84922051599864e-05,0.0127795204542298
"JCHAIN",585518.430207951,1.02842177792134,0.264865589317921,3.88280629646802,0.000103257823134533,0.0133130703485669
"TRG-GCC1-5",18612.7690194974,1.15065327873249,0.297216240551378,3.8714347392251,0.000108196626330079,0.0138620973268556
"TVP23C",425.989767618738,0.771238719314531,0.199544403903097,3.86499798655873,0.000111090116036447,0.0141438547111153
"SCIMP",191.911352848242,0.930118670787704,0.241222172926181,3.85585893495926,0.000115323979714031,0.0145917067748728
"MIR203B",6395.12141125121,1.10126197284306,0.286192039411427,3.84798254734087,0.000119094535336504,0.014975770242839
"LPL",1213.51462185664,-1.13795299509524,0.296544371461035,-3.83737849917263,0.000124354726937142,0.0155412892174019
"NCF4",562.108268349458,0.742261884122388,0.193718750496549,3.83164707711456,0.000127288244389858,0.01581090747845
"MIR4761",18174.0029471192,1.17671132400773,0.307347326347485,3.8286043935757,0.000128871965948465,0.0159106110202193
"BTN2A2",342.958424530367,0.596484138190637,0.15614950059989,3.81995546510929,0.000133475771892665,0.0161847318406278
"ELFN1-AS1",18.6178933044201,1.61866168728534,0.423520424922001,3.82192119207342,0.000132416010911035,0.0161847318406278
"MAP4K1",367.693870531481,0.88321620381454,0.231164200085169,3.82073090681486,0.000133056765554219,0.0161847318406278
"DHX9-AS1",17.0844897593917,0.72537296354329,0.190239939922419,3.81293730348687,0.000137324957403305,0.0165129847431963
"TPST2",869.434140578906,0.853729258183592,0.223953851924821,3.81207668832675,0.000137804104184545,0.0165129847431963
"LBP",8.20324914150916,-2.35776161972015,0.619066099072838,-3.80857815223822,0.000139768172349175,0.0166503943796786
"EAF2",847.290324829799,0.871085834523178,0.229404435919919,3.79716212125584,0.000146362072363007,0.0173345452099234
"AMER2",7.98280814652392,1.60801982868914,0.424134384957183,3.79129796055434,0.00014986203288237,0.0176243387544662
"DPY19L2P4",4.0736331887628,-1.22867453337939,0.324282504489781,-3.78890170258357,0.000151314766592817,0.0176243387544662
"IFI44L",1736.57652662637,1.05246037913353,0.278049456828871,3.78515531422625,0.000153612611158194,0.0176243387544662
"KLB",89.1248974655884,-1.07526993174773,0.284227183264659,-3.78313544607901,0.00015486508453436,0.0176243387544662
"LINC00324",258.694901945447,0.804498242942124,0.212471045583374,3.78639000308603,0.000152851711310073,0.0176243387544662
"MIR3123",4618.95016484461,1.22130823106503,0.322516705533346,3.78680610992027,0.000152596078100444,0.0176243387544662
"MS4A7",668.725226749147,0.639519571046774,0.169041420349998,3.78321224302692,0.000154817289265383,0.0176243387544662
"CRIP1",11958.1717818671,1.08687850645642,0.287560619701511,3.77965003547636,0.000157048938052319,0.0176753807572585
"MYBPC1",271.339346229804,-2.12865604408168,0.563150015495291,-3.77990941225408,0.000156885427369276,0.0176753807572585
"LINC01198",5.27080429550213,-1.63093802784944,0.431782712600972,-3.77721937505325,0.000158589035640174,0.0177506442034395
"IL12RB1",122.663078616642,0.817470591081696,0.216518396987574,3.77552486280698,0.000159671096321794,0.017774097831537
"CEACAM21",46.8040816933179,1.07994962182608,0.28661576681792,3.76793514821585,0.000164603448751801,0.0181116822164755
"CTSS",4230.84517044292,0.555724977492778,0.147690191113764,3.76277512610643,0.00016803828672691,0.0181116822164755
"EML2-AS1",34.0354797653984,1.2623561115673,0.335071682334817,3.7674210568051,0.000164942674571746,0.0181116822164755
"EPSTI1",379.65883019762,0.782556520187865,0.207853502054172,3.76494267575011,0.000166587295505478,0.0181116822164755
"IGHD2-8",6.91467130236106,1.84354081408745,0.489796356958011,3.76389245836202,0.000167288849018288,0.0181116822164755
"S100A9",1051.89816344887,-1.61988323740345,0.43039957447504,-3.76367295292806,0.000167435831118693,0.0181116822164755
"BIN2",426.025794318534,0.81928955679045,0.217858797953724,3.76064480519385,0.000169475934247922,0.0181704960871811
"IGHG4",6799.15019900812,1.12437086689969,0.299103730643718,3.75913354367018,0.000170502815833117,0.0181848840907666
"CD79B",713.320252791725,0.939078387364582,0.250227622119699,3.75289658035979,0.00017480298349585,0.0185268466284581
"P2RY2",158.586963408276,-0.913922797910985,0.243591975145411,-3.75185922017924,0.000175528025099033,0.0185268466284581
"MIR4433B",2891.91352010033,1.09624283876344,0.292758252318484,3.74453266502926,0.00018072986369312,0.0189775672850131
"ETV7",124.696232407657,1.05673444466856,0.282416905041597,3.74175350626732,0.000182740711267663,0.0190480483583287
"GLCCI1",633.861613545983,0.750429380475469,0.20059458425316,3.74102512921482,0.000183271193276345,0.0190480483583287
"CASP10",287.796172545183,0.65978293325584,0.176580838461607,3.73643561217597,0.000186647214024281,0.019300458867455
"MTA1-DT",32.1410955343768,-0.877015572939378,0.235257920680829,-3.72788967275288,0.00019308986774376,0.0198658267465057
"STK32A-AS1",11.7707932792421,-1.39895061946963,0.375402964042425,-3.7265305643978,0.000194133540666577,0.0198728359644163
"CPNE5",461.481171555375,1.0653038923702,0.286156552945693,3.72280096822515,0.000197024833690067,0.0200248427830637
"GNGT1",2.06969842282615,-1.98041052847299,0.532070204061823,-3.72208500561493,0.000197584477904659,0.0200248427830637
"MIR155HG",76.5101446197316,1.19710455259055,0.321973408111019,3.71802304921336,0.00020078795399715,0.020248769360772
"CAV2",2148.67460942441,-0.495108485651529,0.133223091819146,-3.71638639286088,0.000202092448013995,0.0202799273817394
"MIR1301",113.639509604011,1.01655449396542,0.274390456287372,3.70477351041966,0.000211579699233969,0.0211278924171332
"IGHVIII-22-2",10439.6819748687,1.34299334533258,0.364636092359838,3.6831059060584,0.000230409377310104,0.0228959484155324
"FCRLA",294.624732032791,1.12532732832652,0.305737975069725,3.68069203071643,0.000232601807161247,0.0230016088042804
"IGHV2-26",7545.15604501566,1.08365888987829,0.294826998496373,3.67557549140676,0.000237313851729397,0.0232457349047143
"MS4A1",872.016884510999,1.51752061633741,0.412870826323789,3.67553365261829,0.000237352749505698,0.0232457349047143
"IGHD2-21",15830.1912744268,1.19246140916688,0.324607556871225,3.67354790091946,0.000239205809923987,0.0233151270524476
"ANKRD23",114.797043276623,-1.02987252861257,0.280579791213695,-3.67051569950096,0.000242061600843661,0.0233698429895082
"BST2",1119.73047640991,0.840092740901721,0.228859878555685,3.67077334045387,0.000241817711326284,0.0233698429895082
"IGHEP1",1735.70766102958,1.18043542687357,0.322119335623419,3.66459040587859,0.000247734723423133,0.0237742114733376
"MIR3682",2281.74529345949,0.973828439410862,0.265970860355115,3.66141026919505,0.000250830713035798,0.0237742114733376
"SMTNL1",26.9083879696574,-1.74133727583817,0.475535180441243,-3.66184742466878,0.000250402983946714,0.0237742114733376
"SPAG5-AS1",15.0625939436125,1.19296652058683,0.325829544401366,3.66132089948634,0.000250918239986627,0.0237742114733376
"HLA-DOB",365.977509898135,0.763556375295153,0.208727379714525,3.65815149090389,0.000254040882516008,0.0239586426746925
"FKBP11",11664.8230730152,0.745211681410381,0.203914634265591,3.65452771006014,0.000257655835933986,0.0240327330623837
"HLA-G",17.4948113693296,2.32518741201294,0.636371344614162,3.65382167454872,0.000258365742509549,0.0240327330623837
"IGHV3-33",134.170347148036,1.45438775863417,0.397964596215505,3.65456568866894,0.0002576177009829,0.0240327330623837
"LOC105371038",8.26729302162403,1.21117028455637,0.331840813802123,3.64985328561359,0.000262390134064108,0.0242961337319089
"HLA-DPA1",9655.51570561859,0.751011695118776,0.205930980851687,3.6469097170943,0.000265413126484465,0.0244648452471269
"MIR758",3401.6101937078,1.55627710293898,0.427264277648928,3.64242269796712,0.000270084097323425,0.0247832574170067
"BTN3A3",737.895161608004,0.627576560796995,0.172644685889934,3.63507603817644,0.000277898657879997,0.0251603269318819
"MIR941-3",5800.94161194944,1.23433880588563,0.339538982355389,3.63533753126961,0.00027761691140321,0.0251603269318819
"NPR3",132.067102526601,-1.23568496312842,0.339760130852021,-3.63693338600288,0.000275903246728393,0.0251603269318819
"RPL39L",228.989253162157,0.759134952992585,0.208993463569962,3.63233825606445,0.000280864621763004,0.0253163416368768
"LHB",2.53449719213534,3.05162818163443,0.840975969412025,3.62867465020196,0.000284879994005053,0.0255651557615724
"KRTCAP2",12220.4134478576,0.979569341627111,0.27021985147729,3.62508282153147,0.000288868860999527,0.0256640365424189
"MCUB",458.037082443246,0.54258995326819,0.149670238550515,3.62523610921528,0.00028869756555598,0.0256640365424189
"RHOF",440.087032606131,1.05432589558498,0.2909058586863,3.62428553466131,0.000289761347246397,0.0256640365424189
"KCNA2",4.23673085962544,-4.32612722334971,1.19605480472164,-3.6169974872987,0.000298040195909691,0.0262830165838802
"IGHD3-10",2771.41376328881,1.17644263440858,0.325573352799041,3.61344877980457,0.000302151065387777,0.0265306868664414
"KRT15",2772.52221017818,-0.759658270981146,0.210390596469209,-3.61070448836493,0.00030536643339049,0.0266979382600759
"PEX5L",13.179741897149,-1.54144592730684,0.427105455297095,-3.60905230356894,0.000307317649470033,0.0267537087066412
"VSIG8",6.88212240187772,-1.65638498761084,0.459129264679408,-3.60766589071038,0.000308963993246653,0.026782576623096
