"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"EBI3",71.4905742943462,1.37085786457393,0.194421798664266,7.05094734228425,1.77703740799607e-12,3.25547177803314e-10
"IDO1",115.732985572416,1.86573946458677,0.265087382261205,7.03820547274616,1.94731392544259e-12,3.53718022694377e-10
"BTK",243.13282696968,1.08319923054574,0.15398040854375,7.03465616691085,1.99752963567588e-12,3.59790337908208e-10
"CXCR6",112.240409566369,1.32368267427344,0.188371463267386,7.02698089887702,2.11050245304949e-12,3.76970913155522e-10
"SEPTIN6",1161.82780449837,0.575123691976781,0.0821830291556523,6.99808339855073,2.59487624271037e-12,4.59657664349207e-10
"IL32",1312.44458706411,1.0956416174988,0.156723630247423,6.9909152548922,2.73098696133138e-12,4.79803069911285e-10
"CCL4",130.280137857756,1.95705239894999,0.279991086688871,6.98969535814075,2.75483769114975e-12,4.80058464000843e-10
"DTX3L",1799.90648156746,0.640869657990702,0.091845592303539,6.97768550365163,3.00082460780129e-12,5.18707053577524e-10
"CD8A",287.45295180607,1.21893031290397,0.174835927149376,6.97185259790765,3.12794199150095e-12,5.3635446916665e-10
"GPR183",357.067090410313,1.38694529738691,0.199007126954994,6.96932476041711,3.18465782131204e-12,5.41745680492082e-10
"HLA-DOB",262.929364882192,1.18405086374475,0.17020358866159,6.95667390479622,3.48400121303613e-12,5.8340689062669e-10
"HLA-DPA1",7011.74317364336,1.17806788087643,0.169342317452169,6.95672468997114,3.48274607392497e-12,5.8340689062669e-10
"C2",715.48038152247,0.949876514788225,0.136701511016404,6.94854437032698,3.69074429417757e-12,6.13235761251179e-10
"CD2",383.473863710735,1.23226166195865,0.177417840438355,6.94553410702127,3.77031118546848e-12,6.21637307302549e-10
"MMP9",554.461769132949,2.42696148468971,0.349719471132138,6.939737947198,3.92827941439004e-12,6.42738480672031e-10
"RAB30",809.021211005542,0.758733286896923,0.109417129027016,6.93431909285048,4.0818237706289e-12,6.62801596209545e-10
"SELL",326.234141290718,1.5604914252105,0.225112593434445,6.93204854247717,4.14789564840368e-12,6.68466130284846e-10
"IFI35",792.717666242177,0.759236758680607,0.109672222710272,6.92278080919662,4.42862743092364e-12,7.08382092197144e-10
"IFIT3",937.015720715742,1.43874332812745,0.208016544415278,6.91648509098961,4.62987118037816e-12,7.29681315295776e-10
"TAGAP",583.975179069933,1.26480990598112,0.182866593964492,6.91657168518551,4.6270433074355e-12,7.29681315295776e-10
"HLA-DPB1",7249.60875208035,1.13772959437805,0.164535267161011,6.91480686183033,4.68501224916451e-12,7.32982135391183e-10
"MIR25",17.6089320293572,1.93460866412453,0.27984873196275,6.91305138513919,4.74338027572665e-12,7.36736324854529e-10
"PARVG",224.050098684239,1.0480474927825,0.151642604689675,6.91129972956641,4.80233157447766e-12,7.40526438614059e-10
"IL27RA",364.128923408251,0.758186655626796,0.109795733160391,6.90542914376486,5.00518865402558e-12,7.66294382931316e-10
"THEMIS2",383.319439854165,0.94900057046799,0.137457623780831,6.90395006377473,5.0576084875361e-12,7.6882822923297e-10
"RCSD1",418.433952904086,0.988541964618814,0.143296421792754,6.8985809432738,5.25245596951406e-12,7.92824938384257e-10
"SCIMP",137.221129546254,1.3662498515075,0.198202093206233,6.8932160574404,5.4544933281648e-12,8.17563706264926e-10
"CCL18",701.818732862346,1.99039054415144,0.28947087349028,6.87596137100914,6.15731849144954e-12,9.16499753789787e-10
"NCF4",399.240325376003,1.12865986073859,0.164444562678064,6.86346719136095,6.72089660926799e-12,9.85367281241304e-10
"OR2I1P",131.662597955936,2.38848617783957,0.348039705993819,6.86268301204112,6.75790754607034e-12,9.85367281241304e-10
"SLA",319.60303349059,1.1552782580371,0.168339074009934,6.86280511421205,6.75213158514894e-12,9.85367281241304e-10
"CORO1A",1066.15011782224,1.17619945737681,0.17145941822824,6.8599291280173,6.88947190030254e-12,9.97763112912734e-10
"CD3D",454.932346100018,1.84275082451965,0.268741566606791,6.85696242597212,7.03401219457946e-12,1.00819544282687e-09
"KCNN3",276.431108395277,0.942525085247026,0.137463963795693,6.85652486092912,7.05558068601433e-12,1.00819544282687e-09
"MICB",68.9414428421068,1.14280838119459,0.166781577312458,6.8521259938296,7.27604268371876e-12,1.03281257538297e-09
"EVI2A",338.904666079696,0.991204351030897,0.144939518587998,6.83874460662779,7.98901628520891e-12,1.12655641484979e-09
"IRF8",418.824216446176,1.18440513807969,0.17342037446142,6.82967697283559,8.51060487350201e-12,1.19226343044864e-09
"CST7",309.626259607054,1.64431481720439,0.241283221880094,6.81487425603729,9.43462512468745e-12,1.31312827871786e-09
"ST6GALNAC4",791.571821001476,0.825694714503351,0.121430851416305,6.79971115143216,1.04829116622636e-11,1.44961760367069e-09
"MIR106B",13.0695454278364,1.87021715599402,0.275307790342886,6.79318646836955,1.09683460281456e-11,1.50702262030303e-09
"NCF1C",193.461229300468,1.29690242460552,0.191753913898649,6.76336872733139,1.34819531812294e-11,1.84058716233421e-09
"CHIT1",146.065096415041,2.90076626688806,0.429439864582596,6.75476709575515,1.43064884380213e-11,1.94079286823133e-09
"MIR4264",141.352902670805,2.72832797489517,0.405021142144327,6.7362606318535,1.62514668551716e-11,2.19077950046382e-09
"BANK1",199.676314887813,1.11347645079804,0.165345687178092,6.73423341002374,1.64796451783049e-11,2.20765446719867e-09
"CD28",99.0736602207449,1.60244098801673,0.238154069630535,6.72858956600114,1.71315533172057e-11,2.28073114162103e-09
"CCR7",198.142462593396,1.81707800442953,0.270240614503974,6.72392640819283,1.7689179856562e-11,2.3404313644787e-09
"POU2F2",218.697217543716,1.48973182327629,0.221727272615369,6.71875771394406,1.83280361140701e-11,2.41008052803054e-09
"NCF1",231.050686576027,1.25052119186787,0.186241936348812,6.71449844424823,1.88714191314267e-11,2.46640242477439e-09
"NCKAP1L",667.948570839388,1.05999504606001,0.158086235183512,6.7051697754047,2.0117233641613e-11,2.61328961135959e-09
"CD247",81.0715398987124,1.3942539156789,0.208014074459812,6.70269028333592,2.04616860136846e-11,2.64202275914046e-09
"PSMB8-AS1",324.228717156524,1.31288589994656,0.196211316191875,6.69118339057817,2.21373024407448e-11,2.84126311685583e-09
"IKZF3",443.594998127291,1.3366050386281,0.200068731927092,6.680729296146,2.37756056545857e-11,3.01610729189705e-09
"MIR4753",33312.3475922884,1.41095905058384,0.211199409483843,6.68069600209646,2.3781008319987e-11,3.01610729189705e-09
"ICAM1",554.64007932907,1.00563700872263,0.150630995955099,6.67616251453579,2.45279969366677e-11,3.09254756670903e-09
"TRG-GCC1-5",12014.6374777724,1.55869962957837,0.233566099259579,6.67348401381691,2.49800805660353e-11,3.13112892896141e-09
"PAX5",63.088282688684,2.57600924725647,0.387085333011579,6.65488724983391,2.83517313481508e-11,3.53308726579223e-09
"LAT",212.058493564216,1.15414234343236,0.173570267415248,6.64942423964357,2.94241753910062e-11,3.64553627358859e-09
"CD68",2549.27048366513,1.01657936773256,0.152990582441269,6.64471859320365,3.03796933469242e-11,3.74228935171249e-09
"GZMM",62.737557661666,1.55944986019265,0.235372504334025,6.62545467919051,3.46180936685284e-11,4.24002411252136e-09
"MIR185",10545.4826130835,1.5620459041078,0.235817879018171,6.62395027303015,3.49724456090638e-11,4.25908749536746e-09
"IL17REL",16.4104754896079,2.18651640443646,0.33043228081983,6.61713921839455,3.66216580779906e-11,4.43473796182853e-09
"XAF1",625.263655401356,1.28565820252177,0.194892601543467,6.59675222322396,4.20262250145545e-11,5.06061857843798e-09
"GMFG",530.148096355792,1.20966467095073,0.183420887231244,6.59502136976187,4.25194613150829e-11,5.09140856886864e-09
"CCR5",167.878739906694,1.21291581669512,0.184005954169086,6.59172048085223,4.34758560829469e-11,5.1770083293438e-09
"MIR548O",25.5795843372005,1.63955438053854,0.248795341542086,6.58997218507486,4.39908983389204e-11,5.20939732042221e-09
"IFI30",4339.67902537123,1.21516720828999,0.184861567194757,6.57339016827535,4.91823558723584e-11,5.76051702605536e-09
"IL10RA",633.391993858848,1.01547201902219,0.154477721319138,6.57358232857615,4.91188937173706e-11,5.76051702605536e-09
"IGFLR1",615.57230102221,1.10528323707657,0.168307553853981,6.56704474497612,5.13236284749382e-11,5.9786448518034e-09
"MIR4649",20.5104600189877,1.73422227951437,0.26502848860217,6.54353156017721,6.00827978521617e-11,6.96116048196342e-09
"NCF1B",71.9467559391866,1.34586982955884,0.205795951370682,6.53982656410304,6.15902156381381e-11,7.0974445268164e-09
"CCL25",7.50796672194035,3.57611499855932,0.547685205337869,6.52950812566355,6.59860319798645e-11,7.56334015752094e-09
"IL4I1",73.4458396386716,1.50163590836625,0.23080781905921,6.50600102928502,7.71776972928553e-11,8.7990785307184e-09
"LAX1",454.037178699513,1.4577893132471,0.224293046688951,6.49948509223629,8.0595387320725e-11,9.14011392503926e-09
"CXCL10",1532.63841980926,2.35656201629344,0.362725441559297,6.49682031170178,8.20353455651545e-11,9.25445050970275e-09
"MIR1247",2632.16521762547,1.52854158578839,0.235512062874663,6.49028999674578,8.56713068706459e-11,9.61402508620641e-09
"IL18BP",150.780366060308,1.50825018396695,0.232771979049302,6.47951781020645,9.201620562605e-11,1.02722674551498e-08
"CD52",886.298527694137,1.59941716943288,0.247311573427069,6.467215210632,9.98254329757042e-11,1.10863125927526e-08
"MIR3620",35936.1431132527,1.40219108480082,0.216858988240891,6.46591177140069,1.00689817131426e-10,1.11246677339948e-08
"MIR941-3",3884.91944437387,1.63138557759868,0.252694310460305,6.45596481625158,1.07531591563827e-10,1.18196519670721e-08
"IL2RB",175.223506356674,1.62411908743852,0.251696949129241,6.45267689202135,1.09891494257425e-10,1.20174198362941e-08
"LIMD2",313.349141235501,1.50543380532015,0.233569493394806,6.44533574757342,1.15344784390234e-10,1.25497467442654e-08
"HOXB7",20.6990073725944,1.34151176470563,0.208854861354425,6.4231771097207,1.33459060125826e-10,1.44472802764493e-08
"CTSC",1664.9547986266,0.688829711964811,0.107368578538899,6.41556143648908,1.40304817565039e-10,1.51120274356234e-08
"MIRLET7C",8527.66023242873,1.51051517047719,0.235569677706922,6.41217997656073,1.43453337355649e-10,1.53738941644049e-08
"HOXB4",17.5862419511408,1.60146102198139,0.25030080422157,6.39814573094122,1.57275147742669e-10,1.67713209786884e-08
"MIR6071",741.897623899354,1.52931102303726,0.239124563009526,6.39545768025652,1.60067171658264e-10,1.69845532540754e-08
"GPR65",115.702542656521,1.12051970954763,0.17529531356092,6.39218292141171,1.63534094862484e-10,1.72669447747905e-08
"PLCG2",690.799692169968,0.938042510198665,0.146928302494784,6.38435545957504,1.72120866056019e-10,1.808450315218e-08
"FLJ32255",97.3351899201353,0.999106630012405,0.156612024208239,6.379501414808,1.77665444141639e-10,1.85599974415148e-08
"MS4A4A",373.850942036324,1.03881889555411,0.162852658888678,6.3788881473788,1.78378252913691e-10,1.85599974415148e-08
"SASH3",370.805385123128,1.2005917013379,0.188272948239806,6.37686780051211,1.80746350010734e-10,1.87155423484545e-08
"SAMD9L",499.990808979151,0.833971763642537,0.130951176936191,6.36857020421364,1.90798436721349e-10,1.96614119840644e-08
"FOLR2",1038.30714994787,1.01656268980989,0.15996515678189,6.35490071876059,2.08561278634178e-10,2.13890069198324e-08
"CFB",1790.95400374197,1.18490205404019,0.186545071918732,6.35182715819155,2.1277232009802e-10,2.15120844763253e-08
"P2RY10",153.129686732504,1.38445187487617,0.217953417312242,6.352053993688,2.12458717962523e-10,2.15120844763253e-08
"TNFSF14",57.0476427787508,1.10978002367365,0.174708316708268,6.35218771826868,2.12274054112417e-10,2.15120844763253e-08
"IL12RB1",93.4468646096126,1.10436994539985,0.174217792049326,6.33901929538388,2.31232281583137e-10,2.32686982321735e-08
"CCL2",709.091589474252,1.68216427977947,0.265589972872088,6.33368896268394,2.39367826015295e-10,2.39748130037936e-08
"LGALS2",202.177794338642,1.64972397345346,0.260516552176677,6.33251115781178,2.41202837951848e-10,2.39863478262173e-08
"MIR4765",36762.271098234,1.38860453597593,0.219293280048953,6.33218006345634,2.41721150063588e-10,2.39863478262173e-08
"ZBP1",218.925655278495,1.4994647131875,0.237019429762664,6.32633668340595,2.51049738219631e-10,2.47972354331778e-08
"TCL1A",55.1429651897685,3.19879792150086,0.505930033935735,6.32260926795895,2.57183038178764e-10,2.52865194510258e-08
"LCK",292.001363517462,1.33556612626064,0.211326043026393,6.3199315481142,2.61679190385527e-10,2.56111039576411e-08
"ITGA4",507.663536848768,1.11529203117769,0.176583118875394,6.31596065513315,2.68488355954417e-10,2.61580882796681e-08
"LINC01857",27.2482825036623,2.52960590515396,0.40204205974973,6.29189370567007,3.13616215509777e-10,3.04029940524865e-08
"SUSD3",139.382336242868,1.14022322517373,0.181239188200533,6.2912620415852,3.14895244921713e-10,3.04029940524865e-08
"HLA-DMA",3521.68552949149,1.30009132868249,0.20675591239885,6.28804909904826,3.21480247117002e-10,3.08995857251382e-08
"BTN3A2",1430.47847270594,0.759145147811882,0.120850133730599,6.28170713906017,3.34875232134949e-10,3.20433737749129e-08
"IGHG3",1246.22028956666,1.66576531075013,0.265552893446685,6.27281928330624,3.5456836512728e-10,3.36275147705227e-08
"SELPLG",494.052890566468,0.80598181713602,0.128481745381739,6.27312319537163,3.53876681304247e-10,3.36275147705227e-08
"LAT2",370.192041969884,0.995802833759009,0.15906180207361,6.26047750482655,3.83800436644604e-10,3.62395531235262e-08
"SLAMF7",1720.6940003742,1.15986407498854,0.185347006649761,6.25779771658392,3.90451800136957e-10,3.67058942286646e-08
"CD180",169.495540979642,1.34060192120999,0.214390446721826,6.25308609459376,4.02420145248688e-10,3.73397116591358e-08
"MIR99A",9401.74949037344,1.49925516940977,0.239760552713798,6.25313527367208,4.02293391506056e-10,3.73397116591358e-08
